,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,gtfs_agency_name,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
9587,StopPoint:59:5673012,100100185:185,25195,CHOISY SUD,CHARLES JULES VAILLANT,StopPoint:Node:3889783172,RATP,100100185:185,25195,Choisy Sud,Charles Jules Vaillant
9588,StopPoint:59:6251789,100100185:185,37180,PORTE D'ITALIE - HELENE BOUCHER,GUYNEMER - PLACE DES FUSILLES,StopPoint:Node:1822954620,RATP,100100185:185,37180,Porte d'Italie,Guynemer–Place des Fusillés
9589,StopPoint:59:6563552,100100185:185,22921,PORTE D'ITALIE - HELENE BOUCHER,CHOISY-LE-ROI RER,StopPoint:Node:2388300577,RATP,100100185:185,22921,Porte d'Italie,Choisy-le-Roi RER
9591,StopPoint:59:6563561,100100185:185,25204,PORTE D'ITALIE - HELENE BOUCHER,CAMILLE RISCH,StopPoint:Node:3890050126,RATP,100100185:185,25204,Porte d'Italie,Camille Risch
9593,StopPoint:59:6563562,100100185:185,7850,PORTE D'ITALIE - HELENE BOUCHER,PAUL ARMANGOT,StopPoint:Node:1679943171,RATP,100100185:185,7850,Porte d'Italie,Paul Armangot
9595,StopPoint:59:3786105,100100186:186,23400,PORTE D'ITALIE-METRO,TROIS COMMUNES,StopPoint:Node:4871346036,RATP,100100186:186,23400,Paris - Porte d'Italie,Trois Communes
9596,StopPoint:59:3786105,100100186:186,23400,PORTE D'ITALIE-METRO,TROIS COMMUNES,StopPoint:Node:4871346036,RATP,100100186:186,23400,Paris - Porte d'Italie,Trois Communes
9597,StopPoint:59:3786114,100100186:186,23397,ROND-POINT ROOSEVELT,TROIS COMMUNES,StopPoint:Node:4830139833,RATP,100100186:186,23397,Fresnes — Rond-Point Roosevelt,Trois Communes
9598,StopPoint:59:3730327,100100187:187,30143,CHARCOT - ZOLA,PORTE D'ORLEANS,StopPoint:Node:1968955537,RATP,100100187:187,30143,Fresnes Charcot - Zola,Porte d'Orléans
9599,StopPoint:59:3730328,100100187:187,40333,PORTE D'ORLEANS,PORTE D'ORLEANS,StopPoint:Node:979068032,RATP,100100187:187,40333,Porte d'Orléans,Porte d'Orléans
9600,StopPoint:59:3730335,100100187:187,26975,CHARCOT - ZOLA,CROIX D'ARCUEIL,StopPoint:Node:979068043,RATP,100100187:187,26975,Fresnes Charcot - Zola,Croix d'Arcueil
9601,StopPoint:59:3730336,100100187:187,28525,CHARCOT - ZOLA,GRANGE ORY,StopPoint:Node:979068042,RATP,100100187:187,28525,Fresnes Charcot - Zola,Grange Ory
9602,StopPoint:59:3730350,100100187:187,29796,PORTE D'ORLEANS,STRASBOURG,StopPoint:Node:979068148,RATP,100100187:187,29796,Porte d'Orléans,Strasbourg
9603,StopPoint:59:3730352,100100187:187,19635,PORTE D'ORLEANS,PETIT ROBINSON,StopPoint:Node:979068130,RATP,100100187:187,19635,Porte d'Orléans,Petit Robinson
9604,StopPoint:59:3730362,100100187:187,23271,PORTE D'ORLEANS,MARC SANGNIER,StopPoint:Node:979068057,RATP,100100187:187,23271,Porte d'Orléans,Marc Sangnier
9605,StopPoint:59:3730364,100100187:187,41835,PORTE D'ORLEANS,MAISON D'ARRET,StopPoint:Node:979068059,RATP,100100187:187,41835,Porte d'Orléans,Maison d'Arrêt
9606,StopPoint:59:3730366,100100187:187,23269,PORTE D'ORLEANS,CARREFOUR DE LA DEPORTATION,StopPoint:Node:1297714745,RATP,100100187:187,23269,Porte d'Orléans,Carrefour de la Déportation
9607,StopPoint:59:3730368,100100187:187,23267,PORTE D'ORLEANS,TUILERIE,StopPoint:Node:979068098,RATP,100100187:187,23267,Porte d'Orléans,Tuilerie
9608,StopPoint:59:3763976,100100187:187,36328,CHARCOT - ZOLA,GABRIEL PERI,StopPoint:Node:554936397,RATP,100100187:187,36328,Fresnes Charcot - Zola,Gabriel Péri
9609,StopPoint:59:3763977,100100187:187,37800,PORTE D'ORLEANS,GABRIEL PERI,StopPoint:Node:554915792,RATP,100100187:187,37800,Porte d'Orléans,Gabriel Péri
9610,StopPoint:59:3763978,100100187:187,26867,CHARCOT - ZOLA,LEON GAMBETTA,StopPoint:Node:979068085,RATP,100100187:187,26867,Fresnes Charcot - Zola,Léon Gambetta
9611,StopPoint:59:3763979,100100187:187,40791,PORTE D'ORLEANS,LEON GAMBETTA,StopPoint:Node:979068156,RATP,100100187:187,40791,Porte d'Orléans,Léon Gambetta
9612,StopPoint:59:4293202,100100187:187,26800,CHARCOT - ZOLA,ARCUEIL-CACHAN RER,StopPoint:Node:979068190,RATP,100100187:187,26800,Fresnes Charcot - Zola,Arcueil–Cachan RER ARRÊT REPORTÉ
9613,StopPoint:59:4293204,100100187:187,26799,CHARCOT - ZOLA,WILSON - PROVIGNY,StopPoint:Node:979068014,RATP,100100187:187,26799,Fresnes Charcot - Zola,Wilson–Provigny
9614,StopPoint:59:4293205,100100187:187,35854,PORTE D'ORLEANS,WILSON - PROVIGNY,StopPoint:Node:979068101,RATP,100100187:187,35854,Porte d'Orléans,Wilson–Provigny
9615,StopPoint:59:4458776,100100187:187,26756,CHARCOT - ZOLA,CARNOT - ARISTIDE BRIAND,StopPoint:Node:979068177,RATP,100100187:187,26756,Fresnes Charcot - Zola,Carnot – Aristide Briand
9616,StopPoint:59:4458806,100100187:187,29009,PORTE D'ORLEANS,ARCUEIL-CACHAN RER,StopPoint:Node:979068113,RATP,100100187:187,29009,Porte d'Orléans,Arcueil–Cachan RER
9617,StopPoint:59:7275177,100100187:187,26868,PORTE D'ORLEANS,VACHE NOIRE,StopPoint:Node:979068071,RATP,100100187:187,26868,Porte d'Orléans,Vache Noire
9618,StopPoint:59:7275205,100100187:187,8161,PORTE D'ORLEANS,GRANGE ORY,StopPoint:Node:979068173,RATP,100100187:187,8161,Porte d'Orléans,Grange Ory
9619,StopPoint:59:7275206,100100187:187,26976,PORTE D'ORLEANS,CROIX D'ARCUEIL,StopPoint:Node:979068134,RATP,100100187:187,26976,Porte d'Orléans,Croix d'Arcueil
9620,StopPoint:59:7275412,100100187:187,36142,PORTE D'ORLEANS,MAIRIE DE CACHAN,StopPoint:Node:979068029,RATP,100100187:187,36142,Porte d'Orléans,Mairie de Cachan
9621,StopPoint:59:7275413,100100187:187,8046,CHARCOT - ZOLA,MAIRIE DE CACHAN,StopPoint:Node:979068128,RATP,100100187:187,8046,Fresnes Charcot - Zola,Mairie de Cachan
9622,StopPoint:59:3730328,100100188:188,40333,PORTE D'ORLEANS,PORTE D'ORLEANS,StopPoint:Node:979068032,RATP,100100188:188,40333,Porte d'Orléans,Porte d'Orléans
9623,StopPoint:59:3763976,100100188:188,36328,ROSENBERG,GABRIEL PERI,StopPoint:Node:554936397,RATP,100100188:188,36328,Bagneux–Rosenberg,Gabriel Péri
9624,StopPoint:59:3763977,100100188:188,37800,PORTE D'ORLEANS,GABRIEL PERI,StopPoint:Node:554915792,RATP,100100188:188,37800,Porte d'Orléans,Gabriel Péri
9625,StopPoint:59:3763978,100100188:188,26867,ROSENBERG,LEON GAMBETTA,StopPoint:Node:979068085,RATP,100100188:188,26867,Bagneux–Rosenberg,Léon Gambetta
9626,StopPoint:59:3763979,100100188:188,40791,PORTE D'ORLEANS,LEON GAMBETTA,StopPoint:Node:979068156,RATP,100100188:188,40791,Porte d'Orléans,Léon Gambetta
9627,StopPoint:59:4458769,100100188:188,28579,ROSENBERG,DAMPIERRE,StopPoint:Node:3246190425,RATP,100100188:188,28579,Bagneux–Rosenberg,Dampierre
9628,StopPoint:59:4458773,100100188:188,27711,PORTE D'ORLEANS,PASTEUR - MEUNIERS,StopPoint:Node:1428936699,RATP,100100188:188,27711,Porte d'Orléans,Pasteur–Meuniers
9629,StopPoint:59:4458812,100100188:188,40081,PORTE D'ORLEANS,RUE FROIDE,StopPoint:Node:447887531,RATP,100100188:188,40081,Porte d'Orléans,Rue Froide
9630,StopPoint:59:4889619,100100188:188,40332,ROSENBERG,PORTE D'ORLEANS,StopPoint:Node:3551981710,RATP,100100188:188,40332,Bagneux–Rosenberg,Porte d'Orléans
9631,StopPoint:59:4889627,100100188:188,40335,ROSENBERG,JEAN-MARIN NAUDIN,StopPoint:Node:2200064452,RATP,100100188:188,40335,Bagneux–Rosenberg,Jean-Marin Naudin
9632,StopPoint:59:4889628,100100188:188,40334,PORTE D'ORLEANS,JEAN-MARIN NAUDIN,StopPoint:Node:2200064426,RATP,100100188:188,40334,Porte d'Orléans,Jean-Marin Naudin
9633,StopPoint:59:4889630,100100188:188,28146,PORTE D'ORLEANS,MARTYRS DE CHATEAUBRIANT,StopPoint:Node:3585969818,RATP,100100188:188,28146,Porte d'Orléans,Martyrs de Châteaubriant
9634,StopPoint:59:4889633,100100188:188,22872,ROSENBERG,PASTEUR - MEUNIERS,StopPoint:Node:3585969820,RATP,100100188:188,22872,Bagneux–Rosenberg,Pasteur–Meuniers
9635,StopPoint:59:4889643,100100188:188,40790,ROSENBERG,LES BLAGIS,StopPoint:Node:5270964236,RATP,100100188:188,40790,Bagneux–Rosenberg,Les Blagis
9636,StopPoint:59:4889644,100100188:188,30015,ROSENBERG,LES BLAGIS-GABRIEL PERI,StopPoint:Node:3601432407,RATP,100100188:188,30015,Bagneux–Rosenberg,Les Blagis–Gabriel Péri
9637,StopPoint:59:4889645,100100188:188,30016,ROSENBERG,RUE DES BRUGNAUTS,StopPoint:Node:3601432412,RATP,100100188:188,30016,Bagneux–Rosenberg,Rue des Brugnauts
9638,StopPoint:59:4889646,100100188:188,28144,ROSENBERG,COLLEGE ROMAIN ROLLAND,StopPoint:Node:3601432408,RATP,100100188:188,28144,Bagneux–Rosenberg,Collège Romain Rolland
9639,StopPoint:59:4889648,100100188:188,40089,PORTE D'ORLEANS,DAMPIERRE,StopPoint:Node:447887532,RATP,100100188:188,40089,Porte d'Orléans,Dampierre
9640,StopPoint:59:4889649,100100188:188,8034,ROSENBERG,ROSENBERG,StopPoint:Node:3247455202,RATP,100100188:188,8034,Bagneux–Rosenberg,Rosenberg
9643,StopPoint:59:4889649,100100188:188,8034,PORTE D'ORLEANS,ROSENBERG,StopPoint:Node:3247455202,RATP,100100188:188,8034,Porte d'Orléans,Rosenberg
9644,StopPoint:59:4889652,100100188:188,28149,PORTE D'ORLEANS,COLLEGE ROMAIN ROLLAND,StopPoint:Node:3601432409,RATP,100100188:188,28149,Porte d'Orléans,Collège Romain Rolland
9645,StopPoint:59:4889653,100100188:188,28148,PORTE D'ORLEANS,RUE DES BRUGNAUTS,StopPoint:Node:3601432411,RATP,100100188:188,28148,Porte d'Orléans,Rue des Brugnauts
9646,StopPoint:59:4889656,100100188:188,22873,PORTE D'ORLEANS,LES BAS COQUARTS,StopPoint:Node:3601432410,RATP,100100188:188,22873,Porte d'Orléans,Les Bas Coquarts
9647,StopPoint:59:5067610,100100188:188,27310,PORTE D'ORLEANS,LES BLAGIS,StopPoint:Node:3567258461,RATP,100100188:188,27310,Porte d'Orléans,Les Blagis
9648,StopPoint:59:5121791,100100188:188,27311,PORTE D'ORLEANS,CLEMENCEAU,StopPoint:Node:3567258454,RATP,100100188:188,27311,Porte d'Orléans,Clemenceau
9649,StopPoint:59:5121804,100100188:188,35822,ROSENBERG,CLEMENCEAU,StopPoint:Node:3567258452,RATP,100100188:188,35822,Bagneux–Rosenberg,Clemenceau
9650,StopPoint:59:5137986,100100188:188,22871,ROSENBERG,COSSON - LONGUET,StopPoint:Node:3439563940,RATP,100100188:188,22871,Bagneux–Rosenberg,Cosson–Longuet
9651,StopPoint:59:5137988,100100188:188,8162,ROSENBERG,ALBERT PETIT,StopPoint:Node:3585571600,RATP,100100188:188,8162,Bagneux–Rosenberg,Albert Petit
9652,StopPoint:59:5137989,100100188:188,8163,ROSENBERG,LES BLAINS,StopPoint:Node:3585571607,RATP,100100188:188,8163,Bagneux–Rosenberg,Les Blains
9653,StopPoint:59:5137990,100100188:188,28142,ROSENBERG,PORT GALAND,StopPoint:Node:3585969821,RATP,100100188:188,28142,Bagneux–Rosenberg,Port Galand
9654,StopPoint:59:5137992,100100188:188,27304,ROSENBERG,LES BAS COQUARTS,StopPoint:Node:3585571599,RATP,100100188:188,27304,Bagneux–Rosenberg,Les Bas Coquarts
9655,StopPoint:59:5138000,100100188:188,27309,PORTE D'ORLEANS,PORT GALAND,StopPoint:Node:3585571606,RATP,100100188:188,27309,Porte d'Orléans,Port Galand
9656,StopPoint:59:5138001,100100188:188,27308,PORTE D'ORLEANS,LES BLAINS,StopPoint:Node:3585571595,RATP,100100188:188,27308,Porte d'Orléans,Les Blains
9657,StopPoint:59:5138002,100100188:188,28143,PORTE D'ORLEANS,ALBERT PETIT,StopPoint:Node:3585571597,RATP,100100188:188,28143,Porte d'Orléans,Albert Petit
9658,StopPoint:59:5138004,100100188:188,28147,PORTE D'ORLEANS,COSSON - LONGUET,StopPoint:Node:3541776303,RATP,100100188:188,28147,Porte d'Orléans,Cosson–Longuet
9659,StopPoint:59:6161492,100100188:188,423120,ROSENBERG,GUSTAVE COURBET,StopPoint:Node:4806297491,RATP,100100188:188,423120,Bagneux–Rosenberg,Gustave Courbet
9660,StopPoint:59:6161493,100100188:188,423117,PORTE D'ORLEANS,GUSTAVE COURBET,StopPoint:Node:4718229758,RATP,100100188:188,423117,Porte d'Orléans,Gustave Courbet
9661,StopPoint:59:7275177,100100188:188,26868,PORTE D'ORLEANS,VACHE NOIRE,StopPoint:Node:979068071,RATP,100100188:188,26868,Porte d'Orléans,Vache Noire
9662,StopPoint:59:3442563,100100189:189,27736,PORTE DE SAINT-CLOUD-METRO,PLACE DU MARECHAL DE LATTRE DE TASSIGNY,StopPoint:Node:617911744,RATP,100100189:189,27736,Porte de Saint-Cloud,Place du Maréchal de Lattre de Tassigny
9663,StopPoint:59:3442564,100100189:189,27735,GEORGES POMPIDOU,PLACE DU MARECHAL DE LATTRE DE TASSIGNY,StopPoint:Node:617911742,RATP,100100189:189,27735,Georges Pompidou (Clamart),Place du Maréchal de Lattre de Tassigny
9665,StopPoint:59:3442565,100100189:189,27737,PORTE DE SAINT-CLOUD-METRO,GENERAL DE GAULLE,StopPoint:Node:3256395467,RATP,100100189:189,27737,Porte de Saint-Cloud,Général de Gaulle
9666,StopPoint:59:3442566,100100189:189,27738,GEORGES POMPIDOU,GENERAL DE GAULLE,StopPoint:Node:1650237326,RATP,100100189:189,27738,Georges Pompidou (Clamart),Général de Gaulle
9668,StopPoint:59:3442567,100100189:189,37066,PORTE DE SAINT-CLOUD-METRO,CORENTIN CELTON-METRO,StopPoint:Node:617912852,RATP,100100189:189,37066,Porte de Saint-Cloud,Corentin Celton
9669,StopPoint:59:3442568,100100189:189,27730,GEORGES POMPIDOU,CORENTIN CELTON-METRO,StopPoint:Node:617912851,RATP,100100189:189,27730,Georges Pompidou (Clamart),Corentin Celton
9671,StopPoint:59:4458760,100100189:189,27715,GEORGES POMPIDOU,MARCHE DE CLAMART,StopPoint:Node:1428296062,RATP,100100189:189,27715,Georges Pompidou (Clamart),Marché de Clamart
9673,StopPoint:59:4458821,100100189:189,29008,PORTE DE SAINT-CLOUD-METRO,MARCHE DE CLAMART,StopPoint:Node:3587833491,RATP,100100189:189,29008,Porte de Saint-Cloud,Marché de Clamart
9674,StopPoint:59:4687329,100100189:189,7839,GEORGES POMPIDOU,QUAI DU POINT DU JOUR,StopPoint:Node:3265495508,RATP,100100189:189,7839,Georges Pompidou (Clamart),Quai du Point du Jour
9676,StopPoint:59:4687330,100100189:189,20421,GEORGES POMPIDOU,ISSY-VAL DE SEINE,StopPoint:Node:3265495506,RATP,100100189:189,20421,Georges Pompidou (Clamart),Issy–Val de Seine RER
9678,StopPoint:59:4687333,100100189:189,27732,PORTE DE SAINT-CLOUD-METRO,PRESIDENT ROBERT SCHUMAN,StopPoint:Node:1745846808,RATP,100100189:189,27732,Porte de Saint-Cloud,Président Robert Schuman
9679,StopPoint:59:4687334,100100189:189,37214,GEORGES POMPIDOU,VICTOR HUGO,StopPoint:Node:617913664,RATP,100100189:189,37214,Georges Pompidou (Clamart),Victor Hugo
9681,StopPoint:59:4687335,100100189:189,28640,PORTE DE SAINT-CLOUD-METRO,VICTOR HUGO,StopPoint:Node:617913662,RATP,100100189:189,28640,Porte de Saint-Cloud,Victor Hugo
9682,StopPoint:59:4687374,100100189:189,20519,PORTE DE SAINT-CLOUD-METRO,ILE DE FRANCE,StopPoint:Node:3552405537,RATP,100100189:189,20519,Porte de Saint-Cloud,Île-de-France
9683,StopPoint:59:5091941,100100189:189,37213,GEORGES POMPIDOU,PRESIDENT ROBERT SCHUMAN,StopPoint:Node:2042461995,RATP,100100189:189,37213,Georges Pompidou (Clamart),Président Robert Schuman
9685,StopPoint:59:5121447,100100189:189,28611,PORTE DE SAINT-CLOUD-METRO,EUGENE BEAUJARD,StopPoint:Node:5337339653,RATP,100100189:189,28611,Porte de Saint-Cloud,Eugène Beaujard
9686,StopPoint:59:6682586,100100189:189,22620,PORTE DE SAINT-CLOUD-METRO,CIMETIERE INTERCOMMUNAL,StopPoint:Node:3552405531,RATP,100100189:189,22620,Porte de Saint-Cloud,Cimetière Intercommunal
9687,StopPoint:59:7069421,100100189:189,27731,PORTE DE SAINT-CLOUD-METRO,ISSY-VAL DE SEINE,StopPoint:Node:5340349249,RATP,100100189:189,27731,Porte de Saint-Cloud,Issy-Val de Seine RER
9688,StopPoint:59:3909047,100100190:190,37007,MAIRIE D'ISSY-METRO,MARCHE DE CLAMART,StopPoint:Node:5337339640,RATP,100100190:190,37007,Mairie d'Issy,Marché
9690,StopPoint:59:5121447,100100190:190,28611,MAIRIE D'ISSY-METRO,EUGENE BEAUJARD,StopPoint:Node:5337339653,RATP,100100190:190,28611,Mairie d'Issy,Eugène Beaujard
9692,StopPoint:59:6682586,100100190:190,22620,MAIRIE D'ISSY-METRO,CIMETIERE INTERCOMMUNAL,StopPoint:Node:3552405531,RATP,100100190:190,22620,Mairie d'Issy,Cimetière Intercommunal
9693,StopPoint:59:6682594,100100190:190,8168,MAIRIE D'ISSY-METRO,MAIRIE DE CLAMART,StopPoint:Node:5337339639,RATP,100100190:190,8168,Mairie d'Issy,Mairie de Clamart
9694,StopPoint:59:6682595,100100190:190,8171,MAIRIE D'ISSY-METRO,PLACE HUNEBELLE,StopPoint:Node:3587567678,RATP,100100190:190,8171,Mairie d'Issy,Place Hunebelle
9695,StopPoint:59:6682596,100100190:190,8178,MAIRIE D'ISSY-METRO,POSTE,StopPoint:Node:3587567673,RATP,100100190:190,8178,Mairie d'Issy,Poste
9696,StopPoint:59:6682606,100100190:190,7834,MAIRIE D'ISSY-METRO,MAIRIE D'ISSY-METRO,StopPoint:Node:1147347253,RATP,100100190:190,7834,Mairie d'Issy,Mairie d'Issy
9697,StopPoint:59:6682607,100100190:190,41984,EGLISE DE MEUDON-LA-FORET,MAIRIE D'ISSY,StopPoint:Node:3559093763,RATP,100100190:190,41984,Église de Meudon-la-Forêt,Mairie d'Issy
9699,StopPoint:59:6682617,100100190:190,8179,EGLISE DE MEUDON-LA-FORET,POSTE,StopPoint:Node:3587567674,RATP,100100190:190,8179,Église de Meudon-la-Forêt,Poste
9701,StopPoint:59:6682618,100100190:190,8169,EGLISE DE MEUDON-LA-FORET,PLACE HUNEBELLE,StopPoint:Node:5337339638,RATP,100100190:190,8169,Église de Meudon-la-Forêt,Place Hunebelle
9703,StopPoint:59:6682619,100100190:190,12407,EGLISE DE MEUDON-LA-FORET,MAIRIE DE CLAMART,StopPoint:Node:5337339686,RATP,100100190:190,12407,Église de Meudon-la-Forêt,Mairie de Clamart
9705,StopPoint:59:6682620,100100190:190,28155,EGLISE DE MEUDON-LA-FORET,MARCHE DE CLAMART,StopPoint:Node:3587560021,RATP,100100190:190,28155,Église de Meudon-la-Forêt,Marché
9708,StopPoint:59:3619130,100100191:191,28150,PLACE DU GARDE,PORTE DE VANVES,StopPoint:Node:3901878683,RATP,100100191:191,28150,Clamart - Place du Garde,Porte de Vanves
9709,StopPoint:59:3619130,100100191:191,28150,PORTE DE VANVES,PORTE DE VANVES,StopPoint:Node:3901878683,RATP,100100191:191,28150,Porte de Vanves,Porte de Vanves
9711,StopPoint:59:3619132,100100191:191,28159,PLACE DU GARDE,RUE LEGRAND,StopPoint:Node:2124125044,RATP,100100191:191,28159,Clamart - Place du Garde,Rue Legrand
9712,StopPoint:59:3619134,100100191:191,28163,PLACE DU GARDE,VICTOR HUGO,StopPoint:Node:3089310938,RATP,100100191:191,28163,Clamart - Place du Garde,Victor Hugo
9713,StopPoint:59:3619135,100100191:191,28166,PORTE DE VANVES,VICTOR HUGO,StopPoint:Node:3023165572,RATP,100100191:191,28166,Porte de Vanves,Victor Hugo
9714,StopPoint:59:3619136,100100191:191,22331,PLACE DU GARDE,PIERRE LAROUSSE - CARREFOUR DU 8 MAI 1945,StopPoint:Node:2939368540,RATP,100100191:191,22331,Clamart - Place du Garde,Pierre Larousse - Carrefour du 8 Mai 1945
9715,StopPoint:59:3619137,100100191:191,28751,PLACE DU GARDE,GABRIEL PERI - ANDRE COIN,StopPoint:Node:621111888,RATP,100100191:191,28751,Clamart - Place du Garde,Gabriel Péri - André Coin
9716,StopPoint:59:3619138,100100191:191,28752,PORTE DE VANVES,GABRIEL PERI - ANDRE COIN,StopPoint:Node:2866845684,RATP,100100191:191,28752,Porte de Vanves,Gabriel Péri - André Coin
9717,StopPoint:59:3619139,100100191:191,28165,PLACE DU GARDE,ETIENNE DOLET-METRO,StopPoint:Node:2571703141,RATP,100100191:191,28165,Clamart - Place du Garde,Étienne Dolet
9718,StopPoint:59:3619140,100100191:191,22448,PORTE DE VANVES,ETIENNE DOLET-METRO,StopPoint:Node:5339929135,RATP,100100191:191,22448,Porte de Vanves,Étienne Dolet
9719,StopPoint:59:3619141,100100191:191,28162,PLACE DU GARDE,HOCHE,StopPoint:Node:621112220,RATP,100100191:191,28162,Clamart - Place du Garde,Hoche
9720,StopPoint:59:3619142,100100191:191,28160,PORTE DE VANVES,HOCHE,StopPoint:Node:621112210,RATP,100100191:191,28160,Porte de Vanves,Hoche
9721,StopPoint:59:3619143,100100191:191,35178,PLACE DU GARDE,ROND-POINT HENRI BARBUSSE,StopPoint:Node:446881846,RATP,100100191:191,35178,Clamart - Place du Garde,Rond-Point Henri Barbusse
9722,StopPoint:59:3619144,100100191:191,35180,PORTE DE VANVES,ROND-POINT HENRI BARBUSSE,StopPoint:Node:5339929123,RATP,100100191:191,35180,Porte de Vanves,Rond-Point Henri Barbusse
9723,StopPoint:59:3619145,100100191:191,35176,PLACE DU GARDE,BARBUSSE-VEDRINES,StopPoint:Node:3648023421,RATP,100100191:191,35176,Clamart - Place du Garde,Barbusse–Védrines
9724,StopPoint:59:3619146,100100191:191,35181,PORTE DE VANVES,BARBUSSE-VEDRINES,StopPoint:Node:4523806667,RATP,100100191:191,35181,Porte de Vanves,Barbusse–Védrines
9725,StopPoint:59:3619150,100100191:191,28154,PLACE DU GARDE,LAZARE-CARNOT,StopPoint:Node:4326132538,RATP,100100191:191,28154,Clamart - Place du Garde,Lazare - Carnot
9726,StopPoint:59:3619152,100100191:191,28156,PLACE DU GARDE,MARIE DOFFE,StopPoint:Node:4622150454,RATP,100100191:191,28156,Clamart - Place du Garde,Marie Doffé
9727,StopPoint:59:3619154,100100191:191,28158,PLACE DU GARDE,VOIE VERTE,StopPoint:Node:4622150465,RATP,100100191:191,28158,Clamart - Place du Garde,Voie Verte
9729,StopPoint:59:3619163,100100191:191,28153,PLACE DU GARDE,PLACE DU GARDE,StopPoint:Node:2437571512,RATP,100100191:191,28153,Clamart - Place du Garde,Place du Garde
9730,StopPoint:59:3619163,100100191:191,28153,PORTE DE VANVES,PLACE DU GARDE,StopPoint:Node:2437571512,RATP,100100191:191,28153,Porte de Vanves,Place du Garde
9732,StopPoint:59:3619166,100100191:191,28161,PORTE DE VANVES,LE PARC,StopPoint:Node:621111826,RATP,100100191:191,28161,Porte de Vanves,Le Parc
9733,StopPoint:59:3619167,100100191:191,35179,PORTE DE VANVES,ALEXIS MARTIN,StopPoint:Node:621111849,RATP,100100191:191,35179,Porte de Vanves,Alexis Martin
9734,StopPoint:59:3619170,100100191:191,39894,PORTE DE VANVES,PIERRE LAROUSSE - CARREFOUR DU 8 MAI 1945,StopPoint:Node:2818892070,RATP,100100191:191,39894,Porte de Vanves,Pierre Larousse - Carrefour du 8 Mai 1945
9735,StopPoint:59:3682011,100100191:191,35182,PORTE DE VANVES,MAURICE THOREZ,StopPoint:Node:5339929132,RATP,100100191:191,35182,Porte de Vanves,Maurice Thorez
9736,StopPoint:59:3682012,100100191:191,35177,PORTE DE VANVES,AUGUSTIN DUMONT,StopPoint:Node:5339929131,RATP,100100191:191,35177,Porte de Vanves,Augustin Dumont
9737,StopPoint:59:3909047,100100191:191,37007,PLACE DU GARDE,MARCHE DE CLAMART,StopPoint:Node:5337339640,RATP,100100191:191,37007,Clamart - Place du Garde,Marché
9738,StopPoint:59:4458761,100100191:191,27714,PORTE DE VANVES,PIERRE CORBY,StopPoint:Node:3647178279,RATP,100100191:191,27714,Porte de Vanves,Pierre Corby
9739,StopPoint:59:5067581,100100191:191,37067,PORTE DE VANVES,COLONEL FABIEN,StopPoint:Node:3586530843,RATP,100100191:191,37067,Porte de Vanves,Colonel Fabien
9741,StopPoint:59:5067618,100100191:191,37065,PLACE DU GARDE,HEBERT,StopPoint:Node:2628245393,RATP,100100191:191,37065,Clamart - Place du Garde,Hébert
9742,StopPoint:59:5121993,100100191:191,8177,PORTE DE VANVES,PONT DE LA VALLEE,StopPoint:Node:2042461973,RATP,100100191:191,8177,Porte de Vanves,Pont de la Vallée
9743,StopPoint:59:6682594,100100191:191,8168,PLACE DU GARDE,MAIRIE DE CLAMART,StopPoint:Node:5337339639,RATP,100100191:191,8168,Clamart - Place du Garde,Mairie de Clamart
9744,StopPoint:59:6682595,100100191:191,8171,PLACE DU GARDE,PLACE HUNEBELLE,StopPoint:Node:3587567678,RATP,100100191:191,8171,Clamart - Place du Garde,Place Hunebelle
9745,StopPoint:59:6682596,100100191:191,8178,PLACE DU GARDE,POSTE,StopPoint:Node:3587567673,RATP,100100191:191,8178,Clamart - Place du Garde,Poste
9746,StopPoint:59:6682617,100100191:191,8179,PORTE DE VANVES,POSTE,StopPoint:Node:3587567674,RATP,100100191:191,8179,Porte de Vanves,Poste
9747,StopPoint:59:6682618,100100191:191,8169,PORTE DE VANVES,PLACE HUNEBELLE,StopPoint:Node:5337339638,RATP,100100191:191,8169,Porte de Vanves,Place Hunebelle
9748,StopPoint:59:6682619,100100191:191,12407,PORTE DE VANVES,MAIRIE DE CLAMART,StopPoint:Node:5337339686,RATP,100100191:191,12407,Porte de Vanves,Mairie de Clamart
9749,StopPoint:59:6682620,100100191:191,28155,PORTE DE VANVES,MARCHE DE CLAMART,StopPoint:Node:3587560021,RATP,100100191:191,28155,Porte de Vanves,Marché
9750,StopPoint:59:7161675,100100191:191,28157,PORTE DE VANVES,LAZARE-CARNOT,StopPoint:Node:5339115898,RATP,100100191:191,28157,Porte de Vanves,Lazare Carnot
9751,StopPoint:59:7170666,100100191:191,7745,PORTE DE VANVES,MARIE DOFFE,StopPoint:Node:5339115899,RATP,100100191:191,7745,Porte de Vanves,Marie Doffé
9752,StopPoint:59:5122177,100100192:192,26810,MARCHE INTERNATIONAL DE RUNGIS,CIMETIERE DE SCEAUX,StopPoint:Node:447902846,RATP,100100192:192,26810,Marché International de Rungis,Cimetière de Sceaux
