,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
3992,StopPoint:60:2110,016016033:SOISYBUS,424889,PARC DES SOURCES,LES NOELS,StopPoint:Node:5719198487,016016033:SOISYBUS,424889,Parc des Sources,Les Noels
3993,StopPoint:60:2111,016016033:SOISYBUS,424904,CHAMP DE COURSES GARE,DR SCHWEITZER,StopPoint:Node:5719198502,016016033:SOISYBUS,424904,Champ de Courses Gare,Docteur Schweitzer
3994,StopPoint:60:2112,016016033:SOISYBUS,424903,PARC DES SOURCES,DR SCHWEITZER,StopPoint:Node:5719198480,016016033:SOISYBUS,424903,Parc des Sources,Docteur Schweitzer
3995,StopPoint:60:360,016016033:SOISYBUS,14268,CHAMP DE COURSES GARE,AMELIE,StopPoint:Node:5719198492,016016033:SOISYBUS,14268,Champ de Courses Gare,Amélie
3996,StopPoint:60:361,016016033:SOISYBUS,14269,PARC DES SOURCES,AMELIE,StopPoint:Node:5719198484,016016033:SOISYBUS,14269,Parc des Sources,Amélie
3997,StopPoint:60:372,016016033:SOISYBUS,14275,CHAMP DE COURSES GARE,CRECHE,StopPoint:Node:5719198491,016016033:SOISYBUS,14275,Champ de Courses Gare,Crèche
3998,StopPoint:60:373,016016033:SOISYBUS,14276,PARC DES SOURCES,CRECHE,StopPoint:Node:5719198485,016016033:SOISYBUS,14276,Parc des Sources,Crèche
3999,StopPoint:60:374,016016033:SOISYBUS,14277,CHAMP DE COURSES GARE,DESCARTES,StopPoint:Node:5719198490,016016033:SOISYBUS,14277,Champ de Courses Gare,Descartes
4000,StopPoint:60:375,016016033:SOISYBUS,14278,PARC DES SOURCES,DESCARTES,StopPoint:Node:5719198486,016016033:SOISYBUS,14278,Parc des Sources,Descartes
4001,StopPoint:60:380,016016033:SOISYBUS,14282,PARC DES SOURCES,GENERAL LECLERC,StopPoint:Node:5585919705,016016033:SOISYBUS,14282,Parc des Sources,Général Leclerc
4002,StopPoint:60:383,016016033:SOISYBUS,14285,CHAMP DE COURSES GARE,GENERAL LECLERC,StopPoint:Node:5719198493,016016033:SOISYBUS,14285,Champ de Courses Gare,Général Leclerc
4003,StopPoint:60:384,016016033:SOISYBUS,14286,CHAMP DE COURSES GARE,KELLERMANN,StopPoint:Node:5719198489,016016033:SOISYBUS,14286,Champ de Courses Gare,Kellermann
4004,StopPoint:60:579,016016033:SOISYBUS,14400,PARC DES SOURCES,CARNOT,StopPoint:Node:5719198482,016016033:SOISYBUS,14400,Parc des Sources,Carnot
4005,StopPoint:60:580,016016033:SOISYBUS,14401,CHAMP DE COURSES GARE,CARNOT,StopPoint:Node:5719198496,016016033:SOISYBUS,14401,Champ de Courses Gare,Carnot
4007,StopPoint:60:581,016016033:SOISYBUS,14402,CHAMP DE COURSES GARE,CHAMP DE COURSES GARE,StopPoint:Node:5719198488,016016033:SOISYBUS,14402,Champ de Courses Gare,Champ de Courses Gare
4008,StopPoint:60:581,016016033:SOISYBUS,14402,PARC DES SOURCES,CHAMP DE COURSES GARE,StopPoint:Node:5719198488,016016033:SOISYBUS,14402,Parc des Sources,Champ de Courses Gare
4010,StopPoint:60:587,016016033:SOISYBUS,14407,CHAMP DE COURSES GARE,CLOS RENAUD,StopPoint:Node:5719198497,016016033:SOISYBUS,14407,Champ de Courses Gare,Clos Renaud
4012,StopPoint:60:590,016016033:SOISYBUS,14410,CHAMP DE COURSES GARE,CENTRE COMMERCIAL,StopPoint:Node:5719198500,016016033:SOISYBUS,14410,Champ de Courses Gare,Centre Commercial
4013,StopPoint:60:590,016016033:SOISYBUS,14410,PARC DES SOURCES,CENTRE COMMERCIAL,StopPoint:Node:5719198500,016016033:SOISYBUS,14410,Parc des Sources,Centre Commercial
4015,StopPoint:60:596,016016033:SOISYBUS,14416,CHAMP DE COURSES GARE,LE BOIS GAZET,StopPoint:Node:5719198506,016016033:SOISYBUS,14416,Champ de Courses Gare,Le Bois Gazet
4016,StopPoint:60:597,016016033:SOISYBUS,14417,PARC DES SOURCES,LE BOIS GAZET,StopPoint:Node:5719198476,016016033:SOISYBUS,14417,Parc des Sources,Le Bois Gazet
4018,StopPoint:60:602,016016033:SOISYBUS,14422,CHAMP DE COURSES GARE,HOTEL DE VILLE,StopPoint:Node:5585919687,016016033:SOISYBUS,14422,Champ de Courses Gare,Hôtel de Ville
4019,StopPoint:60:606,016016033:SOISYBUS,14426,CHAMP DE COURSES GARE,MARCHE,StopPoint:Node:5719198495,016016033:SOISYBUS,14426,Champ de Courses Gare,Marché
4020,StopPoint:60:607,016016033:SOISYBUS,14427,PARC DES SOURCES,MARCHE,StopPoint:Node:4324448505,016016033:SOISYBUS,14427,Parc des Sources,Marché
4021,StopPoint:60:608,016016033:SOISYBUS,14428,CHAMP DE COURSES GARE,CHEMIN DE MARGENCY,StopPoint:Node:5719198505,016016033:SOISYBUS,14428,Champ de Courses Gare,Chemin de Margency
4022,StopPoint:60:609,016016033:SOISYBUS,14429,PARC DES SOURCES,CHEMIN DE MARGENCY,StopPoint:Node:5719198477,016016033:SOISYBUS,14429,Parc des Sources,Chemin de Margency
4023,StopPoint:60:618,016016033:SOISYBUS,14438,PARC DES SOURCES,GENERAL DE GAULLE,StopPoint:Node:5585919704,016016033:SOISYBUS,14438,Parc des Sources,Général De Gaulle
4024,StopPoint:60:619,016016033:SOISYBUS,14439,CHAMP DE COURSES GARE,GENERAL DE GAULLE,StopPoint:Node:5585919686,016016033:SOISYBUS,14439,Champ de Courses Gare,Général De Gaulle
4026,StopPoint:60:620,016016033:SOISYBUS,14440,CHAMP DE COURSES GARE,LUCIE RAVIOL,StopPoint:Node:5719198494,016016033:SOISYBUS,14440,Champ de Courses Gare,Lucie Raviol
4027,StopPoint:60:620,016016033:SOISYBUS,14440,PARC DES SOURCES,LUCIE RAVIOL,StopPoint:Node:5719198494,016016033:SOISYBUS,14440,Parc des Sources,Lucie Raviol
4029,StopPoint:60:622,016016033:SOISYBUS,14442,PARC DES SOURCES,JARDIN RENARD,StopPoint:Node:4323208431,016016033:SOISYBUS,14442,Parc des Sources,Jardin Renard
4031,StopPoint:60:624,016016033:SOISYBUS,14444,CHAMP DE COURSES GARE,PARC DES SOURCES,StopPoint:Node:5719198507,016016033:SOISYBUS,14444,Champ de Courses Gare,Parc des Sources
4032,StopPoint:60:624,016016033:SOISYBUS,14444,PARC DES SOURCES,PARC DES SOURCES,StopPoint:Node:5719198507,016016033:SOISYBUS,14444,Parc des Sources,Parc des Sources
4034,StopPoint:18:110,016016034:34,7488,MARCHE DES COTEAUX,GARE DU VAL D'ARGENTEUIL,StopPoint:Node:5306634923,016016034:34,7488,Marché des Coteaux (Argenteuil),Gare du Val d'Argenteuil
4035,StopPoint:18:110,016016034:34,7488,MARCHE DES COTEAUX,GARE DU VAL D'ARGENTEUIL,StopPoint:Node:5306634923,016016034:34,7488,Marché des Coteaux (Argenteuil),Gare du Val d'Argenteuil
4037,StopPoint:18:111,016016034:34,7489,PONT de Bezons,GARE DU VAL D'ARGENTEUIL,StopPoint:Node:5306633790,016016034:34,7489,Pont de Bezons,Gare du Val d'Argenteuil
4038,StopPoint:18:111,016016034:34,7489,GARE DE HOUILLES CARRIERES-SUR-SEINE,GARE DU VAL D'ARGENTEUIL,StopPoint:Node:5306633790,016016034:34,7489,Lycée de Carrières-sur-Seine,Gare du Val d'Argenteuil
4040,StopPoint:18:125,016016034:34,7499,MARCHE DES COTEAUX,SQUARE AQUITAINE,StopPoint:Node:5306633802,016016034:34,7499,Marché des Coteaux (Argenteuil),Square Aquitaine
4041,StopPoint:18:125,016016034:34,7499,MARCHE DES COTEAUX,SQUARE AQUITAINE,StopPoint:Node:5306633802,016016034:34,7499,Marché des Coteaux (Argenteuil),Square Aquitaine
4043,StopPoint:18:126,016016034:34,7500,PONT de Bezons,SQUARE AQUITAINE,StopPoint:Node:5306634928,016016034:34,7500,Pont de Bezons,Square Aquitaine
4044,StopPoint:18:126,016016034:34,7500,GARE DE HOUILLES CARRIERES-SUR-SEINE,SQUARE AQUITAINE,StopPoint:Node:5306634928,016016034:34,7500,Lycée de Carrières-sur-Seine,Square Aquitaine
4046,StopPoint:18:129,016016034:34,7503,MARCHE DES COTEAUX,JAURES LECLERC,StopPoint:Node:5306633811,016016034:34,7503,Marché des Coteaux (Argenteuil),Jaurès Leclerc
4047,StopPoint:18:129,016016034:34,7503,MARCHE DES COTEAUX,JAURES LECLERC,StopPoint:Node:5306633811,016016034:34,7503,Marché des Coteaux (Argenteuil),Jaurès Leclerc
4049,StopPoint:18:130,016016034:34,7504,PONT de Bezons,JAURES LECLERC,StopPoint:Node:5306634924,016016034:34,7504,Pont de Bezons,Jaurès Leclerc
4050,StopPoint:18:130,016016034:34,7504,GARE DE HOUILLES CARRIERES-SUR-SEINE,JAURES LECLERC,StopPoint:Node:5306634924,016016034:34,7504,Lycée de Carrières-sur-Seine,Jaurès Leclerc
4052,StopPoint:18:133,016016034:34,7507,MARCHE DES COTEAUX,ESPACE NELSON MANDELA,StopPoint:Node:5306633813,016016034:34,7507,Marché des Coteaux (Argenteuil),Espace Nelson Mandela
4053,StopPoint:18:133,016016034:34,7507,MARCHE DES COTEAUX,ESPACE NELSON MANDELA,StopPoint:Node:5306633813,016016034:34,7507,Marché des Coteaux (Argenteuil),Espace Nelson Mandela
4055,StopPoint:18:134,016016034:34,7508,PONT de Bezons,ESPACE NELSON MANDELA,StopPoint:Node:5306634926,016016034:34,7508,Pont de Bezons,Espace Nelson Mandela
4056,StopPoint:18:134,016016034:34,7508,GARE DE HOUILLES CARRIERES-SUR-SEINE,ESPACE NELSON MANDELA,StopPoint:Node:5306634926,016016034:34,7508,Lycée de Carrières-sur-Seine,Espace Nelson Mandela
4058,StopPoint:18:137,016016034:34,7511,MARCHE DES COTEAUX,MARCHE DES COTEAUX,StopPoint:Node:5306633803,016016034:34,7511,Marché des Coteaux (Argenteuil),Marché des Coteaux
4060,StopPoint:18:137,016016034:34,7511,MARCHE DES COTEAUX,MARCHE DES COTEAUX,StopPoint:Node:5306633803,016016034:34,7511,Marché des Coteaux (Argenteuil),Marché des Coteaux
4063,StopPoint:18:150,016016034:34,7520,PONT de Bezons,PASSEMAY,StopPoint:Node:5306633808,016016034:34,7520,Pont de Bezons,Passemay
4064,StopPoint:18:150,016016034:34,7520,GARE DE HOUILLES CARRIERES-SUR-SEINE,PASSEMAY,StopPoint:Node:5306633808,016016034:34,7520,Lycée de Carrières-sur-Seine,Passemay
4066,StopPoint:18:163,016016034:34,7533,MARCHE DES COTEAUX,PLACE FRANCOIS RABELAIS,StopPoint:Node:5306633798,016016034:34,7533,Marché des Coteaux (Argenteuil),Place François Rabelais
4067,StopPoint:18:163,016016034:34,7533,MARCHE DES COTEAUX,PLACE FRANCOIS RABELAIS,StopPoint:Node:5306633798,016016034:34,7533,Marché des Coteaux (Argenteuil),Place François Rabelais
4069,StopPoint:18:164,016016034:34,7534,PONT de Bezons,PLACE FRANCOIS RABELAIS,StopPoint:Node:5306634925,016016034:34,7534,Pont de Bezons,Place François Rabelais
4070,StopPoint:18:164,016016034:34,7534,GARE DE HOUILLES CARRIERES-SUR-SEINE,PLACE FRANCOIS RABELAIS,StopPoint:Node:5306634925,016016034:34,7534,Lycée de Carrières-sur-Seine,Place François Rabelais
4072,StopPoint:18:187,016016034:34,7554,MARCHE DES COTEAUX,MOULIN SARRAZIN,StopPoint:Node:5306633807,016016034:34,7554,Marché des Coteaux (Argenteuil),Moulin Sarrazin
4073,StopPoint:18:187,016016034:34,7554,MARCHE DES COTEAUX,MOULIN SARRAZIN,StopPoint:Node:5306633807,016016034:34,7554,Marché des Coteaux (Argenteuil),Moulin Sarrazin
4075,StopPoint:18:188,016016034:34,7555,PONT de Bezons,MOULIN SARRAZIN,StopPoint:Node:5306633789,016016034:34,7555,Pont de Bezons,Moulin Sarrazin
4076,StopPoint:18:188,016016034:34,7555,GARE DE HOUILLES CARRIERES-SUR-SEINE,MOULIN SARRAZIN,StopPoint:Node:5306633789,016016034:34,7555,Lycée de Carrières-sur-Seine,Moulin Sarrazin
4078,StopPoint:18:19482,016016034:34,21694,MARCHE DES COTEAUX,PONT DE BEZONS,StopPoint:Node:5306633791,016016034:34,21694,Marché des Coteaux (Argenteuil),Pont de Bezons
4079,StopPoint:18:19490,016016034:34,17599,MARCHE DES COTEAUX,DOUCE FEVE,StopPoint:Node:4323186449,016016034:34,17599,Marché des Coteaux (Argenteuil),Douce Fève
4080,StopPoint:18:19490,016016034:34,17599,MARCHE DES COTEAUX,DOUCE FEVE,StopPoint:Node:4323186449,016016034:34,17599,Marché des Coteaux (Argenteuil),Douce Fève
4081,StopPoint:18:19491,016016034:34,17600,MARCHE DES COTEAUX,ROBESPIERRE,StopPoint:Node:5306633817,016016034:34,17600,Marché des Coteaux (Argenteuil),Robespierre
4082,StopPoint:18:19491,016016034:34,17600,MARCHE DES COTEAUX,ROBESPIERRE,StopPoint:Node:5306633817,016016034:34,17600,Marché des Coteaux (Argenteuil),Robespierre
4083,StopPoint:18:19492,016016034:34,17601,MARCHE DES COTEAUX,BRIGADIERES,StopPoint:Node:5306633800,016016034:34,17601,Marché des Coteaux (Argenteuil),Brigadières
4084,StopPoint:18:19492,016016034:34,17601,MARCHE DES COTEAUX,BRIGADIERES,StopPoint:Node:5306633800,016016034:34,17601,Marché des Coteaux (Argenteuil),Brigadières
4086,StopPoint:18:19493,016016034:34,17602,PONT de Bezons,BRIGADIERES,StopPoint:Node:5306633812,016016034:34,17602,Pont de Bezons,Brigadières
4087,StopPoint:18:19493,016016034:34,17602,GARE DE HOUILLES CARRIERES-SUR-SEINE,BRIGADIERES,StopPoint:Node:5306633812,016016034:34,17602,Lycée de Carrières-sur-Seine,Brigadières
4090,StopPoint:18:19518,016016034:34,21516,GARE DE HOUILLES CARRIERES-SUR-SEINE,PONT de Bezons,StopPoint:Node:5306633788,016016034:34,21516,Lycée de Carrières-sur-Seine,Pont de Bezons
4092,StopPoint:18:19576,016016034:34,36859,PONT de Bezons,JAURES BRANCHARD,StopPoint:Node:5306633818,016016034:34,36859,Pont de Bezons,Jaurès Branchard
4093,StopPoint:18:19576,016016034:34,36859,GARE DE HOUILLES CARRIERES-SUR-SEINE,JAURES BRANCHARD,StopPoint:Node:5306633818,016016034:34,36859,Lycée de Carrières-sur-Seine,Jaurès Branchard
4095,StopPoint:18:19585,016016034:34,23988,MARCHE DES COTEAUX,JAURES BRANCHARD,StopPoint:Node:5306633785,016016034:34,23988,Marché des Coteaux (Argenteuil),Jaurès Branchard
4096,StopPoint:18:19585,016016034:34,23988,MARCHE DES COTEAUX,JAURES BRANCHARD,StopPoint:Node:5306633785,016016034:34,23988,Marché des Coteaux (Argenteuil),Jaurès Branchard
4097,StopPoint:18:239,016016034:34,7587,MARCHE DES COTEAUX,VICTOR HUGO,StopPoint:Node:5306633794,016016034:34,7587,Marché des Coteaux (Argenteuil),Victor Hugo
4098,StopPoint:18:239,016016034:34,7587,MARCHE DES COTEAUX,VICTOR HUGO,StopPoint:Node:5306633794,016016034:34,7587,Marché des Coteaux (Argenteuil),Victor Hugo
4100,StopPoint:18:240,016016034:34,7588,PONT de Bezons,VICTOR HUGO,StopPoint:Node:5306633819,016016034:34,7588,Pont de Bezons,Victor Hugo
4101,StopPoint:18:240,016016034:34,7588,GARE DE HOUILLES CARRIERES-SUR-SEINE,VICTOR HUGO,StopPoint:Node:5306633819,016016034:34,7588,Lycée de Carrières-sur-Seine,Victor Hugo
4109,StopPoint:18:60,016016034:34,7450,MARCHE DES COTEAUX,ROUTE DE CORMEILLES,StopPoint:Node:5306633784,016016034:34,7450,Marché des Coteaux (Argenteuil),Route de Cormeilles
4110,StopPoint:18:60,016016034:34,7450,MARCHE DES COTEAUX,ROUTE DE CORMEILLES,StopPoint:Node:5306633784,016016034:34,7450,Marché des Coteaux (Argenteuil),Route de Cormeilles
4112,StopPoint:18:61,016016034:34,7451,PONT de Bezons,ROUTE DE CORMEILLES,StopPoint:Node:5306633809,016016034:34,7451,Pont de Bezons,Route de Cormeilles
4113,StopPoint:18:61,016016034:34,7451,GARE DE HOUILLES CARRIERES-SUR-SEINE,ROUTE DE CORMEILLES,StopPoint:Node:5306633809,016016034:34,7451,Lycée de Carrières-sur-Seine,Route de Cormeilles
4115,StopPoint:18:64,016016034:34,7454,MARCHE DES COTEAUX,RUE DE COUDRAY,StopPoint:Node:5306634922,016016034:34,7454,Marché des Coteaux (Argenteuil),Rue de Coudray
4116,StopPoint:18:64,016016034:34,7454,MARCHE DES COTEAUX,RUE DE COUDRAY,StopPoint:Node:5306634922,016016034:34,7454,Marché des Coteaux (Argenteuil),Rue de Coudray
4118,StopPoint:18:65,016016034:34,7455,PONT de Bezons,RUE DE COUDRAY,StopPoint:Node:5306633804,016016034:34,7455,Pont de Bezons,Rue de Coudray
4119,StopPoint:18:65,016016034:34,7455,GARE DE HOUILLES CARRIERES-SUR-SEINE,RUE DE COUDRAY,StopPoint:Node:5306633804,016016034:34,7455,Lycée de Carrières-sur-Seine,Rue de Coudray
4121,StopPoint:18:78,016016034:34,13096,MARCHE DES COTEAUX,MARSEILLAISE,StopPoint:Node:5306633814,016016034:34,13096,Marché des Coteaux (Argenteuil),Marseillaise
4122,StopPoint:18:78,016016034:34,13096,MARCHE DES COTEAUX,MARSEILLAISE,StopPoint:Node:5306633814,016016034:34,13096,Marché des Coteaux (Argenteuil),Marseillaise
4124,StopPoint:18:79,016016034:34,13097,PONT de Bezons,MARSEILLAISE,StopPoint:Node:5306633796,016016034:34,13097,Pont de Bezons,Marseillaise
4125,StopPoint:18:79,016016034:34,13097,GARE DE HOUILLES CARRIERES-SUR-SEINE,MARSEILLAISE,StopPoint:Node:5306633796,016016034:34,13097,Lycée de Carrières-sur-Seine,Marseillaise
4127,StopPoint:18:800,016016034:34,427970,MARCHE DES COTEAUX,JEAN LURCAT,StopPoint:Node:5306633805,016016034:34,427970,Marché des Coteaux (Argenteuil),Jean Lurçat
4128,StopPoint:18:800,016016034:34,427970,MARCHE DES COTEAUX,JEAN LURCAT,StopPoint:Node:5306633805,016016034:34,427970,Marché des Coteaux (Argenteuil),Jean Lurçat
4130,StopPoint:18:802,016016034:34,26485,PONT de Bezons,JEAN LURCAT,StopPoint:Node:5306633816,016016034:34,26485,Pont de Bezons,Jean Lurçat
4131,StopPoint:18:802,016016034:34,26485,GARE DE HOUILLES CARRIERES-SUR-SEINE,JEAN LURCAT,StopPoint:Node:5306633816,016016034:34,26485,Lycée de Carrières-sur-Seine,Jean Lurçat
4134,StopPoint:18:81,016016034:34,7465,PONT de Bezons,CRAONNE,StopPoint:Node:5306633793,016016034:34,7465,Pont de Bezons,Craonne
4135,StopPoint:18:81,016016034:34,7465,GARE DE HOUILLES CARRIERES-SUR-SEINE,CRAONNE,StopPoint:Node:5306633793,016016034:34,7465,Lycée de Carrières-sur-Seine,Craonne
4139,StopPoint:60:1030,016016615:15,14480,GARE D'EPINAY-VILLETANEUSE,ENGHIEN MERMOZ GARE,StopPoint:Node:5586124658,016016615:15,14480,Gare d'Epinay - Villetaneuse,Énghien Mermoz Gare
4140,StopPoint:60:2014,016016615:15,415321,GARE D'EPINAY-VILLETANEUSE,PLACE DE LA BARRE,StopPoint:Node:5586319142,016016615:15,415321,Gare d'Epinay - Villetaneuse,Place de la Barre
4141,StopPoint:60:2029,016016615:15,30054,LA CHENEE,LES COUTURES,StopPoint:Node:5586319177,016016615:15,30054,La Chenée,Les Coutures
4142,StopPoint:60:2030,016016615:15,30050,GARE D'EPINAY-VILLETANEUSE,LES COUTURES,StopPoint:Node:5586319143,016016615:15,30050,Gare d'Epinay - Villetaneuse,Les Coutures
4143,StopPoint:60:2031,016016615:15,27012,LA CHENEE,MARECHAL FOCH,StopPoint:Node:5586319179,016016615:15,27012,La Chenée,Maréchal Foch
4144,StopPoint:60:2032,016016615:15,2244,GARE D'EPINAY-VILLETANEUSE,MARECHAL FOCH,StopPoint:Node:5586319141,016016615:15,2244,Gare d'Epinay - Villetaneuse,Maréchal Foch
4145,StopPoint:60:2033,016016615:15,27011,LA CHENEE,LES TROIS COMMUNES,StopPoint:Node:1808060718,016016615:15,27011,La Chenée,Les Trois Communes
4146,StopPoint:60:2034,016016615:15,27013,GARE D'EPINAY-VILLETANEUSE,LES TROIS COMMUNES,StopPoint:Node:5586319140,016016615:15,27013,Gare d'Epinay - Villetaneuse,Les Trois Communes
4147,StopPoint:60:390,016016615:15,14291,LA CHENEE,ENGHIEN MERMOZ GARE,StopPoint:Node:5586025969,016016615:15,14291,La Chenée,Énghien Mermoz Gare
4149,StopPoint:60:479,016016615:15,14321,GARE D'EPINAY-VILLETANEUSE,CHAMPEAUX,StopPoint:Node:5586319157,016016615:15,14321,Gare d'Epinay - Villetaneuse,Champeaux
4150,StopPoint:60:480,016016615:15,14322,LA CHENEE,CHAMPEAUX,StopPoint:Node:5586319161,016016615:15,14322,La Chenée,Champeaux
4151,StopPoint:60:481,016016615:15,14323,LA CHENEE,CHEMIN VERT,StopPoint:Node:5586319162,016016615:15,14323,La Chenée,Chemin Vert
4153,StopPoint:60:482,016016615:15,14324,GARE D'EPINAY-VILLETANEUSE,CHEMIN VERT,StopPoint:Node:5586319156,016016615:15,14324,Gare d'Epinay - Villetaneuse,Chemin Vert
4155,StopPoint:60:483,016016615:15,14325,LA CHENEE,LA CHENEE,StopPoint:Node:5586319159,016016615:15,14325,La Chenée,La Chênée
4158,StopPoint:60:483,016016615:15,14325,GARE D'EPINAY-VILLETANEUSE,LA CHENEE,StopPoint:Node:5586319159,016016615:15,14325,Gare d'Epinay - Villetaneuse,La Chênée
4160,StopPoint:60:485,016016615:15,14327,LA CHENEE,NOTRE DAME,StopPoint:Node:5586319172,016016615:15,14327,La Chenée,Notre-Dame
4162,StopPoint:60:486,016016615:15,14328,LA CHENEE,ERMITAGE,StopPoint:Node:5586319167,016016615:15,14328,La Chenée,Ermitage
4165,StopPoint:60:487,016016615:15,14328,GARE D'EPINAY-VILLETANEUSE,ERMITAGE,StopPoint:Node:5586319151,016016615:15,14328,Gare d'Epinay - Villetaneuse,Ermitage
4167,StopPoint:60:488,016016615:15,14330,LA CHENEE,CHEMIN DE L'ESCALADE,StopPoint:Node:5586319164,016016615:15,14330,La Chenée,Chemin de l'Escalade
4169,StopPoint:60:489,016016615:15,14331,GARE D'EPINAY-VILLETANEUSE,CHEMIN DE L'ESCALADE,StopPoint:Node:5586319154,016016615:15,14331,Gare d'Epinay - Villetaneuse,Chemin de l'Escalade
4170,StopPoint:60:494,016016615:15,14335,LA CHENEE,GAMBETTA,StopPoint:Node:5586319175,016016615:15,14335,La Chenée,Gambetta
